condition,price,ended,vin,make,model,ebay_item_id,winning_bid
used,,,5J6RW2H27ML010403,Honda,Honda CR-V Toyota SUV Ford  KIA Subaru Mazda Nissan Audi Subaru,145040724907,
used,,,5N1AL0MN7GC515843,Infiniti,Infiniti Lexus Acura Toyota Honda Subaru Mazda Nissan BMW Audi,134567630406,
used,,,1GNEVJKW4MJ220618,Chevrolet,Chevrolet Traverse Jeep Audi Ford Toyota Dodge Lexus Subaru KIA,134569092041,
used,,,3C4NJDCB9NT166924,Jeep,Jeep Compass SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA BMW,374652453825,
used,,,5GAEVBKW4KJ232104,Buick,Buick Enclave SUV Jeep Audi Ford Lexus Honda GMC Toyota Subaru,374652493343,
used,,,1C4SDJCTXLC224226,Dodge,Dodge Durango Jeep Audi GMC Ford Lexus Acura Infiniti BMW Mazda,145071408140,
used,,,JF2SKAPC9KH470932,Subaru,Subaru Jeep Audi GMC Ford Dodge Lexus Honda Toyota Cadillac SUV,374699577350,
used,,,3FMCR9B60MRA12675,Ford,Ford Bronco GMC Suburban Yukon Tahoe Jeep Audi Subaru Dodge,134503457031,
used,,,1GYFZER41NF131083,Cadillac,Cadillac Lincoln XT4 Lexus Infiniti Audi Jeep GMC Dodge KIA Honda,145005764585,
used,,,KL4MMDSL7MB082933,Buick,Buick SUV GMC Acadia Ford Explorer Jeep Audi Dodge KIA,144961093071,
used,,,1FATP8FF3F5424633,Ford,Ford Mustang Camaro 370Z Supra Corvette SS BMW Audi Lexus Viper,374638607789,
used,,,3GYFNEE36FS630418,Cadillac,Cadillac Lincoln SRX Lexus Infiniti Audi Jeep GMC Dodge KIA Honda,374564240713,
used,,,WBA4J3C56JBG96165,BMW,BMW Mercedes Audi Subaru Lexus Infiniti Cadillac Dodge,144980756347,
used,,,1GYS4DKJ0KR378838,Cadillac,Cadillac Escalade SUV Lincoln Lexus Audi GMC VW BMW Jeep,374551363958,
used,,,6G3F15RW4EL928205,Chevrolet,SS Viper NSX Audi BMW Mustang Corvette Supra 370Z Mazda Subaru,374533861586,
used,,,3VWC57BU7KM139272,Volkswagen,VW Audi BMW Lexus Honda Infiniti Cadillac Buick GMC KIA,144985005781,
used,,,3GYFNCE39GS566543,Cadillac,Cadillac SRX Lincoln Honda Lexus Audi Ford Subaru KIA Jeep KIA GT,374547697079,
used,,,2G61M5S38K9120895,Cadillac,Cadillac Lexus Acura Subaru Jeep Dodge Ford Toyota BMW Audi Honda,374645713679,
used,,,W1KCG4EB0NA021500,Mercedes-Benz,,195710484419,
used,,,WDDNG86X49A274853,Mercedes-Benz,,295542977322,
used,,,4JGAB74EX1A222758,Mercedes-Benz,ML 55 AMG® 4MATIC® 4dr SUV,374589099830,
used,,,4JGAB57E64A491988,Mercedes-Benz,ML 350 4MATIC® 4dr SUV,374684993981,
used,,,4JGAB54E7WA029821,Mercedes-Benz,ML 320 4dr 4MATIC® SUV,404234184250,
used,,,4JGFB4KBXNA604162,Mercedes-Benz,,394620757607,
"Certified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, ...  Read moreabout the conditionCertified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, mileage, and inspection requirements established by their manufacturers. Certified pre-owned cars are often sold with warranty, financing and roadside assistance options similar to their new counterparts. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ",,,4JGDA5HB4EA371032,Mercedes-Benz,,285184767286,
used,,,4jgbb2fbxaa605108,Mercedes-Benz,ML350 BlueTEC Diesel 4Matic,255992727369,
used,,,WDCGG5HB1DF959918,Mercedes-Benz,,385498275422,
used,,,wddtg5cb1fj062602,Mercedes-Benz,,285270242275,
used,,,WDCGG8HB0AF325643,Mercedes-Benz,GLK 350,195656107513,
used,,,4JGDA5HB0GA756378,Mercedes-Benz,,125795715395,
used,,,WDCYR49E93X137085,Mercedes-Benz,,385447247454,
used,,,4JGDF6EEXHA864062,Mercedes-Benz,,404208497810,
used,,,WDCTG4EB6FJ163467,Mercedes-Benz,,256008319187,
used,,,WDC0G8JB0KF559262,Mercedes-Benz,,325563969655,
used,,,WDBEG4211X7114538,Mercedes-Benz,G500 Europa,334861391202,
used,,,11111111111111111,Mercedes-Benz,,404268218465,
used,,,W1N0J8EB7NG016175,Mercedes-Benz,GLC 300 4MATIC® 4dr Coupe,175646200074,
used,,,WDCTG4GB0JJ421665,Mercedes-Benz,,394609313062,
used,,,WDCTG4GB8GJ239446,Mercedes-Benz,,204243914395,
used,,,WDC0G8JB3KF536011,Mercedes-Benz,,185823634216,
used,,,Wdcyr71e98x172343,Mercedes-Benz,,204326271828,
"Certified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, ...  Read moreabout the conditionCertified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, mileage, and inspection requirements established by their manufacturers. Certified pre-owned cars are often sold with warranty, financing and roadside assistance options similar to their new counterparts. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ",,,WDCYR71E95X162147,Mercedes-Benz,,354583435283,
Certified pre-owned,,,WDCYC3KH0JX287700,Mercedes-Benz,G550 w AMG night package,115781785985,
"Certified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, ...  Read moreabout the conditionCertified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, mileage, and inspection requirements established by their manufacturers. Certified pre-owned cars are often sold with warranty, financing and roadside assistance options similar to their new counterparts. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ",,,4JGFB4JB4LA166737,Mercedes-Benz,,234997010071,
used,,,WDCYC3KF7GX255124,Mercedes-Benz,G 550 4MATIC® 4dr SUV,175646102765,
used,,,W1N4N4HB4MJ284497,Mercedes-Benz,GLA 250 4MATIC® 4dr SUV,354751713578,
Certified pre-owned,,,WDCYC3KH0JX287700,Mercedes-Benz,G550 w AMG night package,115762198111,
used,,,WDC0G5EB9KF560144,Mercedes-Benz,GLC 350e,204331474908,
"Certified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, ...  Read moreabout the conditionCertified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, mileage, and inspection requirements established by their manufacturers. Certified pre-owned cars are often sold with warranty, financing and roadside assistance options similar to their new counterparts. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ",,,WDC0G4JB3KV124654,Mercedes-Benz,,234917118245,
used,,,WDCYR46E03X136377,Mercedes-Benz,,195645522361,
used,,,WDCYC5FF4HX279078,Mercedes-Benz,,354745392292,
used,,,1GYKPMRKXPZ000815,Cadillac,,195755618643,
used,,,1GYKPMRK1PZ001285,Cadillac,,225562134423,
used,,,1GYKPMRKXPZ000815,Cadillac,,195617582484,
used,,,1GYKPMRK1PZ001240,Cadillac,,144968699917,
used,,,KM8JM12B55U127352,Hyundai,GL 4dr SUV,404294043681,
used,,,KM8JUCAG3FU016230,Hyundai,,234986966722,
used,,,KM8JN12D65U237485,Hyundai,GLS 4dr SUV,374661705689,
used,,,KM8J33A20GU216555,Hyundai,,195729770852,
used,,,KM8J23A42KU079079,Hyundai,,225500873570,
used,,,KM8JN12D75U075107,Hyundai,GLS 4dr SUV,404191310186,
used,,,YV1612SB9F1188421,VOLVO,,304935428153,
used,,,JF1VA1H68J9838703,VOLVO,,145082547107,
used,,,JF1VA1J63H9818301,VOLVO,,145089886738,
used,,,JF1VA1J64G9816958,VOLVO,,256006738738,
used,,,JF1VA1A6XJ9831178,VOLVO,,285223383042,
used,,,KMHGN4JE8HU190275,Genesis,,225533144082,
used,,,KMHGN4JE8HU190275,Genesis,,225495928752,
used,,,SALWZ2SE7KA814933,Land Rover,,354779087151,
used,,,SALSH2E44CA722667,Land Rover,Super  Charged,134567410491,
used,,,SALWS2RUXLA886048,Cadillac,LAND ROVER Navigation/Leather panoramic sunroo,166077496810,
used,,,SAL1L9FU6PA120618,Land Rover,,204336512375,
used,,,SALSF2D4XCA758788,Land Rover,,304926888150,
used,,,SALWR2KF5GA646130,Land Rover,,334852781583,
used,,,SALWR2VF6FA540957,Land Rover,Lincoln SUV Cadillac Jeep Toyota Honda Acura Lexus Dodge Audi GMC,134550430698,
used,,,Salwr2wf4ea328409,Land Rover,,285268681022,
used,,,SALWR2EF5GA121001,Land Rover,,285264674185,
used,,,SALSF2D44CA732283,Land Rover,,175701533537,
used,,,SALSF25428A153606,Land Rover,,404252610479,
used,,,salsk2d49da779175,Land Rover,,125863929100,
used,,,SALSH234X6A960112,Land Rover,,285226256783,
used,,,SALSH23418A128063,Land Rover,,166036327574,
used,,,SALSF2D44CA732283,Land Rover,,175687379187,
used,,,SALSH23426A902494,Land Rover,,134499461523,
used,,,SALSH23428A179247,Land Rover,,304885535690,
used,,,SALSH234X8A174894,Land Rover,Sport Supercharged,354671928720,
used,,,SALWV2SV3KA838786,Land Rover,AWD HSE Dynamic 4dr SUV,234952077744,
used,,,SALSH2E44BA708623,Land Rover,,125854697406,
used,,,SALWS2RUXLA886048,Cadillac,LAND ROVER Navigation/Leather panoramic sunroo,314473761277,
used,,,SALPM16482A464128,Land Rover,,195679497753,
used,,,SALSK25499A203110,Land Rover,,204279519564,
used,,,SALGS2FV6HA334331,Land Rover,,404208494532,
used,,,SALWV2FE5HA125827,Land Rover,,285176713073,
used,,,salwr2wf3ea359876,Land Rover,,234936274306,
used,,,SALWR2TFXFA511190,Land Rover,,234927013557,
used,,,SALWR2WF7EA398857,Land Rover,,295559570504,
used,,,SALSF25476A919021,Land Rover,,275739103612,
used,,,SALWR2VF6GA562443,Land Rover,Land Rover Range Rover HSE 4X4 SUV Jeep Audi VW BMW KIA,374547747894,
used,,,SALWZ2SE7KA838522,Land Rover,,234897637217,
used,,,SALSF25446A980598,Land Rover,limousine,204258683219,
used,,,SALHE1247SA661072,Land Rover,,195757728101,
used,,,SALGV3EF8GA250355,Land Rover,,145093802063,
used,,,SALMF1E49CA363163,Land Rover,,256055378765,
used,,,Salhv1245ma601598,Land Rover,,195660185218,
used,,,SALHV1244KA370545,Land Rover,,314490265167,
used,,,SALMF13479A299989,Land Rover,,285264914236,
used,,,SALHV1244KA370545,Land Rover,,314467872740,
used,,,Salhv1240na610632,Land Rover,,195660179534,
used,,,SALMF11455A188273,Land Rover,HSE 4WD 4dr SUV,404251088648,
used,,,SALHC1346RA641930,Land Rover,,145023256873,
used,,,SALMF1D44CA391227,Land Rover,,285220289485,
used,,,SALGS5FE9HA351285,Land Rover,,404271405928,
used,,,SALGS2EF2GA258390,Land Rover,,165993621623,
used,,,salpm16452a466242,Land Rover,HSE,285150965150,
used,,,Salme11414a176784,Land Rover,HSE,185823885162,
used,,,salhv1244sa660168,Land Rover,p38 motor implant,295545706042,
used,,,SALHV1242KA394391,Land Rover,,394512707614,
used,,,SALMF11455A188273,Land Rover,HSE 4WD 4dr SUV,404213552176,
used,,,SALMF11455A188273,Land Rover,HSE 4WD 4dr SUV,304877748840,
used,,,SALME15496A232211,Land Rover,HSE 4dr SUV 4WD,304913386490,
used,,,Salhv1247na611373,Land Rover,Classsic,204280949598,
used,,,SALPM16432A466708,Land Rover,,115737463918,
used,,,SALMP1E44CA374360,Land Rover,Supercharged Autobiography,266140519038,
used,,,Salme15406a216706,Land Rover,,285152270125,
used,,,Salme15406a216706,Land Rover,,285167816293,
used,,,SALMB11433A115539,Land Rover,AWD HSE 4dr SUV,374553008375,
used,,,SALGS2FV4HA373810,Land Rover,Land Rover Range Rover SUV Jeep Cadillac BMW Lexus Acura Lincoln,374692128346,
used,,,SALPV1244WA397181,Land Rover,,234904099681,
used,,,SALGV5REXKA520479,Land Rover,,204265361808,
used,,,SALTR194X4A830170,Land Rover,,234908773303,
used,,,SALSP2E45BA286722,Land Rover,,394557023906,
used,,,SALME11464A145157,Land Rover,,145021893040,
used,,,SALMF11413A138659,Land Rover,,256015629306,
used,,,SALGV2EF8EA130546,Land Rover,SUPERCHARGED !,314547194250,
used,,,SALHV1245LA409774,Land Rover,,115725713829,
used,,,SALMF11404A163716,Land Rover,,334876519343,
used,,,SALGS2EF4EA152360,Land Rover,SUPERCHARGED,165996960619,
used,,,SALGS2EF7EA133687,Land Rover,,175721391417,
used,,,SALGS2KF5GA290691,Land Rover,,225510538277,
used,,,SALHV1144HA291290,Land Rover,,256019758656,
used,,,SALMF1D43CA384608,Land Rover,,166008021208,
used,,,SALK19E70PA033349,Land Rover,,166070243667,
used,,,SALGS2TF0EA181518,Land Rover,SUPERCHARGED,144987499204,
used,,,SALPM16471A453331,Land Rover,,285203665593,
used,,,SALHC1349PA624861,Land Rover,,204285533489,
used,,,SALGS2TF6EA195990,Land Rover,,354685802332,
used,,,SALYM2RV3JA709642,Land Rover,,195699023052,
used,,,SALYM2RV3JA709642,Land Rover,,195666035410,
used,,,SALFS24N48H026340,Land Rover,,155555113309,
used,,,SALMF1D41AA312531,Land Rover,,225507975447,
used,,,SALMF1E48CA361582,Land Rover,,185887909736,
used,,,SALYL2EX5KA221594,Land Rover,R-Dynamic SE,204319975286,
used,,,SALVP2BG6FH048841,Land Rover,,364195748161,
used,,,SALGS2EF7EA133687,Land Rover,,175635238910,
used,,,SALKPBFU6PA043491,Land Rover,Long Wheel Base 7 passenger,144974452928,
used,,,SALGS2PFXGA293370,Land Rover,Range Rover HSE SuperChar,354602391564,
used,,,SALKP9FU1PA029460,Land Rover,,234961673234,
used,,,SALYL2RX1JA734740,Land Rover,,155412021333,
used,,,SALGS2KF9GA244751,Land Rover,DIESEL !PREMIUM PACKAGE!,285258392267,
used,,,SALMF1E48CA373828,Land Rover,,334808990952,
used,,,SALMF15418A289020,Land Rover,,256037420647,
used,,,SALGS2EF2GA258390,Land Rover,,165983872041,
used,,,Salhv1247na611373,Land Rover,Classsic,204308008354,
used,,,SALME11464A145157,Land Rover,,145031372491,
used,,,SALKPBE78PA051815,Land Rover,,225508503583,
used,,,SALGS3EF3GA271560,Land Rover,,285267050102,
New: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has ...  Read moreabout the conditionNew: A vehicle is considered new if it is purchased directly from a new car franchise dealer and has not yet been registered and issued a title. New vehicles are covered by a manufacturer's new car warranty and are sold with a window sticker (also known as a “Monroney Sticker”) and a Manufacturer's Statement of Origin. These vehicles have been driven only for demonstration purposes and should be in excellent running condition with a pristine interior and exterior. See the seller's listing for full details.  See all condition definitionsopens in a new window or tab ,,,SALKPBE79PA049717,Land Rover,SE,134505385199,
used,,,SALGS2RE9KA557160,Land Rover,AWD Supercharged 4dr SUV,354668751741,
used,,,SALCR2BG2GH592403,Land Rover,,155506938548,
used,,,SALEXEEU8L2022064,Land Rover,,325579916902,
used,,,SALCR2BG8HH662391,Land Rover,,225571865561,
used,,,SALRG2RVXJA052754,Land Rover,,266197283867,
used,,,SALVN2BG8DH772484,Land Rover,Pure,175634606870,
used,,,SALCR2BG5HH720442,Land Rover,,234941479050,
used,,,SALCR2BG8GH615327,Other Makes,,125877098222,
used,,,JT3HT05J7X0064403,Toyota,,195704154676,
used,,,SALFR2BG6DH364865,Land Rover,,155505801259,
used,,,JTMABACAXPA014386,Toyota,,266207901460,
"Certified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, ...  Read moreabout the conditionCertified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, mileage, and inspection requirements established by their manufacturers. Certified pre-owned cars are often sold with warranty, financing and roadside assistance options similar to their new counterparts. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ",,,7SVAAABAXPX005498,Toyota,,195615108484,
used,,,JT4VN13D3R5134996,Toyota,"TOYOTA,TACOMA,4X4,SR5,22R",256075039980,
used,,,5tfcz5an7hx072519,Toyota,,256047174887,
used,,,5TEUU42N68Z514405,Toyota,,325652475216,
used,,,4TAPM62N2XZ411111,Toyota,"Toyota,4x4,Import,Other",256026584634,
used,,,JT3HN86R810340107,Toyota,"111,000 MILES * 4X4 * GORGEOUS COLOR",285151093261,
used,,,5tfcz5an7hx072519,Toyota,,256038502076,
used,,,5TBDT44154S437510,Toyota,,325547579505,
used,,,5TFPX4EN3EX022238,Toyota,1-OWNER * 4X4 * AUTOMATIC,285283918580,
used,,,5TBBT44196S479964,Toyota,,325558213912,
used,,,5TEPM62N94Z455322,Toyota,"Only 84,000 miles * 4x4 * Automatic",285188935006,
used,,,5TDBT44A06S273598,Toyota,,325586893303,
used,,,5TEPM62N94Z455322,Toyota,"Only 84,000 miles * 4x4 * Automatic",285223661302,
used,,,5TBBT44196S479964,Toyota,,325620183784,
used,,,5TEUX42N66Z266905,Toyota,,325639151971,
used,,,1N6AA1ED3MN526714,Nissan,,225532234285,
used,,,5TBBT44196S479964,Toyota,,325595868103,
used,,,5TEMU52N87Z468306,Toyota,,325626158504,
used,,,5TEUX42N66Z266905,Toyota,,325606504550,
used,,,5TDBT44A06S273598,Toyota,,325558196092,
used,,,5TDBT44A06S273598,Toyota,,325606509247,
used,,,JTEBU14R738009601,Toyota,Sport Edition 4X4 V6 Auto Moon Roof Premium Wheels,204306059607,
used,,,5TEUU42N68Z514405,Toyota,,325626139213,
used,,,5TEPX42N59Z649946,Toyota,,325568358612,
used,,,5TEUX42N26Z207737,Toyota,,325538795776,
used,,,5TEUU42N69Z630138,Toyota,,325595865461,
used,,,5TFKT52187X001417,Toyota,,185830006710,
used,,,JTEBU4BF7DK173607,Toyota,4x4 4dr SUV 5A,275736361679,
used,,,5TFUU4EN3DX080960,Toyota,,175640115603,
used,,,JT4RN38D6D0074319,Toyota,4x4,166000759561,
used,,,4TAWM72N8YZ641657,Toyota,,325586435986,
used,,,5TFSX5EN0GX045298,Toyota,SR XCAB 4x4,175641097916,
used,,,1GKS2HKJ1HR113006,GMC,Tahoe Suburban KIA SUV Jeep Dodge Ford F-150 Toyota BMW,144980662936,
used,,,1GKS2HKJ1HR113006,GMC,Tahoe Suburban KIA SUV Jeep Dodge Ford F-150 Toyota BMW,144963924869,
used,,,1GNSKBKC2JR349672,Chevrolet,Tahoe Suburban KIA SUV Jeep Dodge Ford F-150 Toyota BMW,144954636644,
used,,,5TETU22N96Z272528,Toyota,X Runner,195708973439,
used,,,3TYSZ5AN9LT001093,Toyota,TRD SPORT,225576303670,
used,,,1GKS2CKJ0JR159547,GMC,GMC Yukon Tahoe SUV 4X4 Ford Explorer Toyota Jeep Dodge,144954654485,
used,,,1C4JJXSJ9MW849238,Jeep,Jeep Wrangler Toyota FJ Cruiser SUV 4X4 Nissan Subaru Honda  KIA,144953346810,
used,,,1GNSKDKD6MR152643,Chevrolet,Tahoe Suburban 4X4 SUV Jeep Dodge Ford F-150 Toyota BMW,134467109114,
used,,,1C4NJDEBXHD126603,Jeep,Honda CR-V Toyota SUV Ford  KIA Subaru Mazda Nissan Audi Subaru,374645749521,
used,,,JTEBU11F170042432,Toyota,,175706260296,
used,,,1GNSKHKC6LR220128,Chevrolet,Tahoe Suburban 4X4 SUV Jeep Dodge Ford F-150 Toyota BMW,374551381728,
used,,,1C4NJRFB9GD557380,Jeep,Jeep Compass SUV 4X4 Dodge GMC Audi Lexus Toyota Honda KIA BMW,145005764579,
used,,,5TFLU4EN2BX015946,Toyota,TRD Sport 4x4 6-Speed Manual!,285224892170,
used,,,5TFSX5EN3GX041228,Toyota,"4cy, MANUAL 4X4 NEW METHOD WHEELS & FALKEN TIRES",155402592411,
used,,,JTEBU4BF6CK136174,Toyota,,256071987151,
used,,,1FM5K8D87JGC30086,Ford,Ford Explorer GMC Acadia Jeep Audi Subaru Toyota Honda,134458891332,
used,,,5TEPM62N94Z455322,Toyota,"Only 84,000 miles * 4x4 * Automatic",285202120662,
used,,,5TBBT44196S479964,Toyota,,325577916495,
used,,,5TEUU42N69Z630138,Toyota,,325639153137,
used,,,5TEUU42N69Z630138,Toyota,,325577906597,
used,,,JT4RN38D6D0074319,Toyota,4x4,165979601764,
used,,,5TEUX42N36Z170004,Toyota,XCAB 4x4,175637325981,
used,,,1GYS4HKJ0LR121588,Cadillac,Cadillac Lexus Acura Subaru Jeep Dodge Ford Toyota BMW Audi Honda,145042143639,
used,,,1GNSKBKC2JR349672,Chevrolet,Tahoe Suburban KIA SUV Jeep Dodge Ford F-150 Toyota BMW,374558846139,
used,,,1GNSKHKC6LR220128,Chevrolet,Tahoe Suburban 4X4 SUV Jeep Dodge Ford F-150 Toyota BMW,374577089858,
used,,,1GNSKDKDXMR392228,Chevrolet,GMC Yukon Tahoe SUV 4X4 Ford Explorer Toyota Jeep Dodge,374520857862,
used,,,5N1DR2CM4LC580949,Nissan,Nissan Honda Toyota Mazda Subaru Escape Jeep SUV Wagon,374528944769,
used,,,1N6HD16Y0SC349152,Nissan,"NISSAN,TOYOTA,4X4,IMPORT",266148088345,
used,,,1FM5K8DH3JGA23176,Ford,Ford Explorer GMC Acadia Jeep Audi Subaru Toyota Honda,374509363546,
used,,,1GTZ7HFG1J1330750,GMC,GMC Yukon Tahoe SUV 4X4 Ford Explorer Toyota Jeep Dodge,145048228344,
used,,,5N1AA0NC8EN603272,Nissan,Nissan Honda Toyota Mazda Subaru Escape Jeep SUV Wagon,134511380721,
used,,,5TEPM62N94Z455322,Toyota,"Only 84,000 miles * 4x4 * Automatic",285171138044,
used,,,5TEUU42N69Z630138,Toyota,,325621498130,
used,,,1GYS4HKJ0LR121588,Cadillac,Cadillac Lexus Acura Subaru Jeep Dodge Ford Toyota BMW Audi Honda,134550430707,
used,,,1HGCB7551PA148801,Honda,,256083960969,
used,,,1HGCM65527A060280,Honda,,204343353445,
used,,,1hgcv2f3xla019652,Honda,,256075861969,
"Certified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, ...  Read moreabout the conditionCertified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, mileage, and inspection requirements established by their manufacturers. Certified pre-owned cars are often sold with warranty, financing and roadside assistance options similar to their new counterparts. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ",,,1HGCM665X3A006654,Honda,"EX LOW MILES 50,657",195762595265,
used,,,1HGCV1F47KA012420,Honda,,175730127296,
used,,,1HGCM82293A020245,Honda,,256074682357,
used,,,3LN6L5F96KR621519,Lincoln,"FUSION, HONDA ACCORD, MALIBU, IMPALA",285243664544,
used,,,1HGCV1F18MA037299,Honda,WARRANTY!,285260265850,
used,,,1HGCM66564A014736,Honda,EX V-6 4dr Sedan,404285423047,
used,,,1HGCB9754NA013317,Honda,,145074099194,
used,,,1HGCD5634VA026619,Honda,LX 4dr Sedan,404287880016,
used,,,1HGCG16572A064701,Honda,,354787492138,
used,,,1HGCR2F56GA128010,Honda,,185890041603,
used,,,1HGCV2F91LA018586,Honda,,134568299511,
used,,,1HGCR2E32EA299687,Honda,,266242925819,
used,,,1HGCM56405A068584,Honda,,225576288138,
used,,,1HGCP2F88CA172620,Honda,,325645938608,
used,,,1HGCM72514A000139,Honda,EX 2dr Coupe,304929708066,
used,,,1HGCR2F80GA140924,Honda,Honda Civic Toyota Subaru WRX Viper Supra Nissan Mazda KIA BMW,134564874441,
used,,,1HGCV1F3XKA166305,Honda,,266245101821,
used,,,JHMCB7574NC044142,Honda,EX 4dr Sedan,404276479740,
used,,,1HGCM56313A073782,Honda,,185886350905,
used,,,1HGCM66583A069137,Honda,EX V-6 4dr Sedan,374679291711,
used,,,1HGCV3F13MA018400,Honda,,234986966694,
"Certified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, ...  Read moreabout the conditionCertified pre-owned: To qualify for certified pre-owned status, vehicles must meet strict age, mileage, and inspection requirements established by their manufacturers. Certified pre-owned cars are often sold with warranty, financing and roadside assistance options similar to their new counterparts. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ",,,1hgcg66522a150897,Honda,Lx,225557271956,
used,,,1HGCB7654LA042075,Honda,,325634325489,
used,,,1HGCP2F73AA162713,Honda,,364238161833,
used,,,1HGCP26408A115400,Honda,,334860203623,
used,,,1HGCR2F82FA180792,Honda,,256060602925,
used,,,1HGCR2F88DA047564,Honda,,374661507522,
used,,,JHMCG66882C002412,Honda,EX 4dr Sedan,374663658283,
used,,,1HGCD5634VA026619,Honda,LX 4dr Sedan,374663622527,
used,,,1HGCV1F42NA003970,Honda,,166061453020,
used,,,1HGCE6679TA009284,Honda,,394601079287,
used,,,JHMCG66852C019233,Honda,EX 4dr Sedan,404262762161,
used,,,1HGCP36858A043425,Honda,,225556887398,
used,,,1HGCT1B8XFA004140,Honda,,295652549688,
used,,,1HGCV1F36MA037805,Honda,,166061473571,
used,,,1HGCG66591A043294,Honda,,314555840584,
used,,,1HGCR2F31GA089020,Honda,NO RESERVE - 2 OWNER-CLEAN TITLE & CARFAX,166045442222,
used,,,1HGCV1F48MA050256,Honda,,166045766309,
used,,,1HGCG66591A043294,Honda,,314555840374,
used,,,1HGCS22899A009746,Honda,,204311545798,
used,,,1HGCV1F3XKA166305,Honda,,266226788473,
used,,,1HGCP2F6XCA059041,Honda,,175697374389,
used,,,1HGCM72564A024503,Honda,,285245473510,
used,,,1HGCP36858A043425,Honda,,225541301196,
used,,,5J6TF1H51AL003484,Honda,EX-L 4dr Crossover,404252982457,
used,,,5J6TF2H54AL000875,Honda,,225537756233,
used,,,JHMCG5669YC027627,Honda,,314529326407,
used,,,1HGCR2F7XHA032075,Honda,EX 4dr Sedan CVT,275811531772,
used,,,1HGCD5635VA002555,Honda,,354703701307,
used,,,1hgcp36819a049904,Honda,,394566716491,
used,,,1HGCV1F3XKA166305,Honda,,266216672615,
used,,,1HGCR2F31GA089020,Honda,NO RESERVE - 2 OWNER-CLEAN TITLE & CARFAX,166030005612,
used,,,1HGCT1B8XFA004140,Honda,,295626506915,
used,,,JHMCM56314C021345,Honda,LX 4dr Sedan,304890500765,
used,,,1HGCR2F50GA035032,Honda,,266222825540,
used,,,5J6TF2H54AL000875,Honda,,225520429183,
used,,,1HGCR2F83HA043511,Honda,,256031181793,
used,,,1HGCP3F72CA032561,Honda,,285224781347,
used,,,1HGCT1B34GA003216,Honda,,204298014192,
used,,,1HGCV1F14LA002113,Honda,,266197557323,
used,,,1HGCB7675PA012736,Honda,,295624120246,
used,,,1HGCR2F31GA089020,Honda,NO RESERVE - 2 OWNER-CLEAN TITLE & CARFAX,166011203169,
used,,,1HGCG2252XA011908,Honda,EX V6 2dr Coupe,404232683907,
used,,,1HGCM72564A024503,Honda,,285220399628,
used,,,1HGCB7675PA012736,Honda,,295602927947,
used,,,1HGCT1B8XFA004140,Honda,,295600684585,
used,,,1HGCT1B34GA003216,Honda,,204297167601,
used,,,JHMCG5548XC027472,Honda,,234957678622,
used,,,1HGCP26888A042263,Honda,EX-L 4dr Sedan 5A,304873678076,
used,,,1HGCM66536A049530,Honda,EX V-6 4dr Sedan 5A,304873598946,
used,,,1HGCP26888A051593,Honda,,155486500224,
used,,,1HGCT1B34GA003216,Honda,,204267386055,
used,,,JHMFC1F79KX004357,Honda,2019 Honda Civic EX-L FWD Sedan Push Start Bluetooth Steering,125864596143,
used,,,5J6TF2H54AL000875,Honda,,225503791062,
used,,,1HGCF86611A087782,Honda,Value 4dr Sedan,304863701032,
used,,,JHMCA5630HC067778,Honda,,125841026020,
used,,,1G1ZE5ST0HF232242,Chevrolet,Malibu Honda Accord Toyota Corolla Camry Nissan Subaru,144999788681,
used,,,1HGCB9852MA002409,Honda,LX 4dr Wagon,304862069044,
used,,,1HGCF86681A101631,Honda,Value 4dr Sedan,304860249226,
used,,,1HGCV1F35MA038668,Honda,,134485406040,
used,,,1HGCR2F7XHA032075,Honda,EX 4dr Sedan CVT,275762323150,
used,,,1HGCV1F34NA031292,Honda,,134503185679,
used,,,5J6TF2H54AL000875,Honda,,225494699465,
used,,,1HGCR2F36HA081755,Honda,,295580027739,
used,,,1HGCG16502A049148,Honda,EX V-6 4dr Sedan,374583155339,
used,,,JHMCP26428C013727,Honda,,134498878085,
used,,,1hgcv3f93na004908,Honda,,275740159583,
